text,vulgar,hate,religious,threat,troll,Insult
"আমি ওটির রুমের সবাইকে বললাম; ‘আপনারা কি জানেন, জীবনের এই একটা সময়ে সন্তান গলা ছেড়ে কাঁদলেও, বাবারা হাসে’",0,0,0,0,0,0
অনেক সুন্দর অপূর্বর নাটক মেহেরজাবীন ও মিথিলা ধন্যবাদ,0,0,0,0,0,0
পাকিস্তানের জনগণকে মেরে উপযুক্ত জবাব দাও তালেবান এর মত একশটাকে মেরে ফেলে চিতায় জ্বলিয়ে দিও ।,0,0,0,1,0,0
সেরা একটা নাটক নিশুও ভাই আর মেহেজাবিন আমার সবচাইতে প্রিয়,0,0,0,0,0,0
খানকির বচ্চা আমরা তো সারা ওয়ার্ল্ড জুড়ে আছি তাই আমাদের দেখিস। আর তোরা তো শুধু রেন্ডিয়াতে পড়ে আছিস। তোরা সারা ওয়ার্ল্ড এ থাকলে আরো আগে পৃথিবীটা ধ্বংস হতরে সালা মালাউনের জাত,1,0,1,0,0,1
তর মায়ের ভোদা শিরিষ কাগজ দিয়া ঘইষা দিমু,1,0,0,1,0,1
এখন মোটামুটি ক্লিয়ারলি বুঝতে পারছি কে কোন তলায় নামবে,0,0,0,0,0,0
ওরে চোদন কতদিন পরে আসলা। কই ছিলা??? তোমার বাপ ফারিক্কা কই???,1,0,0,0,0,1
হুম আশা করতেছি আরো সুন্দর নাটক পাবো অপেক্ষায় আছি,0,0,0,0,0,0
"এমন বন্ধু চাই যে, একেবারে চুদে দেবে",1,0,0,0,0,0
আমি দেখেছি নামাজ না পরলে ছাত্র শিবির থেকে বাদ দেয়া হয় রোজা না রাখলে শিবির থেকে বাদ দেয়া হয় কুরআন হাদিস পাঠ না করলে বাদ দেওয়া হয় ইভটিজিং করলে বাদ দেওয়া হয় প্রেম করলে কয়েকমাসের জন্য ফোন বড়ভাইরা নিয়ে যায় শাসন করার জন্য আজ পর্যনত্ম আমি দেখি নাই কোন শিবির করা ছেলে কোন মেয়েকে ডিসটার্ব করছে আমি দেখি নাই কোন চাদাবাজঁ শিবির করছে দেখি নাই কোন টেন্ডারবাজি করছে তারপরও যত দোষ ননদো ঘোষ এদেশে গুনির সমাদর নেই তাই গুনি এদেশে জন্ম নিয়েও লাভ নেই সবচেয়ে বড়কথা হচ্ছে সমাজপতিরা নিজেদের রক্ষা কর,0,0,0,0,0,0
নাটকটির লাষ্ট মুহূর্তে টা আমার কাছে খুব ভালো লাগছে আপনাদের কাছবলতে কি পুরা নাটক টাই সুন্দর হইছে,0,0,0,0,0,0
অপেক্ষায় রইলাম প্রিয় ভাই কাকড়ার খামারের হিসাব টা ক্লিয়ার করে দেবেন ইনশাআল্লাহ !,0,0,0,0,0,0
আফরান নিশোর এর সেরা নাটক কে কে এক মত 👈👈,0,0,0,0,0,0
সত‍্যি বলে সবাই ভালোবাসা অশীম হয় ছোট্টো শদ্ব হলেও এর মানে কেউ উদ্ধার করতে পারেনী,0,0,0,0,0,0
ভারত বেচার অনেক ভয়ে আছে তাই সব সৈন্য পাকি সীমান্তে মোতায়েন করেছে,0,1,0,0,0,0
মানুষ রুপে ভগবান সেটাই এই পতিতাদের বাড়ির মাটি দিয়ে তৈরী হয়,0,0,1,0,0,0
অনেক দিন পর একটা ভালো নাটক দেখলাম ধন্যবাদ পরিচালককে,0,0,0,0,0,0
যশোরের পুলা আমি বলতাছি খুব সুন্দর হয়েছে,0,0,0,0,0,0
বস নিশুঅসাধারণ লাগছেচোঁখে পানি চলে আসল,0,0,0,0,0,0
বাঙালি না থাকলে উনি ন্যাংটা হয়ে খোলা আকাশের নিচে tot tot করতেন সম্ভবতো।,1,0,0,0,0,1
"বউ বলল, 'কি ঔষুধ দিয়েছে? নাম কি?'",0,0,0,0,0,0
চল্লিশ তম বিসিএস প্রিলিমিনারি পরীক্ষার্থীদের জন্য পরামর্শ পড়তে পড়তে ক্রেইজি হয়ে গেলে সাথে একটা শাহী মালাই খেয়ে ক্রেইজি হয়ে নিন । দুই ক্রেইজির প্রতিক্রিয়ায় পড়তে পারবেন দ্বিগুন গতিতে । শুভ কামনা !,0,0,0,0,1,0
আস্তে করে সরে আসলাম,0,0,0,0,0,0
আমার পছন্দের একজন নায়িকার ছবি,0,0,0,0,0,0
ইসলামে ভাই বোন বিবাহ জায়েজ নাই! আপনি ভালো করে জেনে নিন!,0,0,1,0,0,0
নাটকটি অনেক সুন্দর হয়েছে কিন্তু কুত্তার বাচ্চা গালিটা না দিয়ে যদি সিস্টেমের মধ্যে একটা গালি দেয়া গেলে আরো সুন্দর হ‌ইতো,0,0,0,0,0,0
সবার পজিটিভ কমেন্ট দেখে নাটকটা দেখলামপুরাই সময় নষ্টশেষে একটা ইমোশনাল সিন দিয়া বলদ বাঙালিদের মিলিয়ন ভিউ নিয়ে নিছে,0,0,0,0,0,0
